genome	ANI98	ANI99
GCA_030013615.1	GCA_000005845.2	GCA_000005845.2
GCA_030013635.1	GCA_000005845.2	GCA_000005845.2
GCA_030013655.1	GCA_000005845.2	GCA_000005845.2
GCA_030013675.1	GCA_000005845.2	GCA_000005845.2
GCA_030013695.1	GCA_000005845.2	GCA_000005845.2
GCA_030013715.1	GCA_000005845.2	GCA_000005845.2
GCA_030013735.1	GCA_000005845.2	GCA_000164215.1
GCA_030013755.1	GCA_000005845.2	GCA_000005845.2
GCA_030013785.1	GCA_000005845.2	GCA_000010385.1
GCA_030013805.1	GCA_000005845.2	GCA_000005845.2
GCA_030013825.1	GCA_000005845.2	GCA_000005845.2
GCA_030013845.1	GCA_000005845.2	GCA_000010385.1
GCA_030013865.1	GCA_000005845.2	GCA_000005845.2
GCA_030014395.1	GCA_000005845.2	GCA_000005845.2
GCA_030014405.1	GCA_000005845.2	GCA_000164215.1
GCA_030014435.1	GCA_000005845.2	GCA_000005845.2
GCA_030014455.1	GCA_000005845.2	GCA_000005845.2
GCA_030014475.1	GCA_000026325.1	GCA_000350785.1
GCA_030014495.1	GCA_000026325.1	GCA_000350785.1
GCA_030014515.1	GCA_000005845.2	GCA_000005845.2
GCA_030014535.1	GCA_000005845.2	GCA_000005845.2
GCA_030014555.1	GCA_000005845.2	GCA_000010385.1
GCA_030014575.1	GCA_000026325.1	GCA_000350785.1
GCA_030014595.1	GCA_000005845.2	GCA_000017765.1
GCA_030014615.1	GCA_000026325.1	GCA_000350785.1
GCA_030014635.1	GCA_000026325.1	GCA_000350785.1
GCA_030014655.1	GCA_000026325.1	GCA_000350785.1
GCA_030014665.1	GCA_000026325.1	GCA_000350785.1
GCA_030014695.1	GCA_000005845.2	GCA_000005845.2
GCA_030014715.1	GCA_000005845.2	GCA_000005845.2
GCA_030014735.1	GCA_000005845.2	GCA_000005845.2
GCA_030014755.1	GCA_000005845.2	GCA_000005845.2
GCA_030014775.1	GCA_000005845.2	GCA_000249715.2
GCA_030014795.1	GCA_000005845.2	GCA_000005845.2
GCA_030014815.1	GCA_000005845.2	GCA_000005845.2
GCA_030014835.1	GCA_000005845.2	GCA_000005845.2
GCA_030014855.1	GCA_000005845.2	GCA_000005845.2
GCA_030015365.1	GCA_000005845.2	GCA_000010385.1
GCA_030015535.1	GCA_000005845.2	GCA_000164215.1
GCA_030024325.1	GCA_000005845.2	GCA_000005845.2
GCA_030024345.1	GCA_000005845.2	GCA_000010385.1
GCA_030024385.1	GCA_000005845.2	GCA_000010385.1
GCA_030024405.1	GCA_000026325.1	GCA_000351385.1
GCA_030024465.1	GCA_000007445.1	GCA_000010485.1
GCA_030024505.1	GCA_000005845.2	GCA_000005845.2
GCA_030024545.1	GCA_000005845.2	GCA_000005845.2
GCA_030024605.1	GCA_000005845.2	GCA_000005845.2
GCA_030024615.1	GCA_000005845.2	GCA_000010385.1
GCA_030024645.1	GCA_000005845.2	GCA_000164215.1
GCA_030024735.1	GCA_000019645.1	GCA_000474825.1
GCA_030024765.1	GCA_000005845.2	GCA_000005845.2
GCA_030024785.1	GCA_000005845.2	GCA_000164335.1
GCA_030024805.1	GCA_000005845.2	GCA_000005845.2
GCA_030024825.1	GCA_000005845.2	GCA_000005845.2
GCA_030024925.1	GCA_000007445.1	GCA_000326445.1
GCA_030025045.1	GCA_000007445.1	GCA_000326445.1
GCA_030025055.1	GCA_000007445.1	GCA_000010485.1
GCA_030027065.1	GCA_000005845.2	GCA_000010385.1
GCA_030027115.1	GCA_000005845.2	GCA_000005845.2
GCA_030027165.1	GCA_000005845.2	GCA_000010385.1
GCA_030028135.1	GCA_000005845.2	GCA_000005845.2
GCA_030028155.1	GCA_000005845.2	GCA_000005845.2
GCA_030028175.1	GCA_000005845.2	GCA_000005845.2
GCA_030028195.1	GCA_000005845.2	GCA_000005845.2
GCA_030028215.1	GCA_000005845.2	GCA_000005845.2
GCA_030034795.1	GCA_000005845.2	GCA_000005845.2
GCA_030035525.1	GCA_000007445.1	GCA_000013305.1
GCA_030035545.1	GCA_000007445.1	GCA_000013305.1
GCA_030035565.1	GCA_000007445.1	GCA_000013305.1
GCA_030036515.1	GCA_000007445.1	GCA_000014845.1
GCA_030036655.1	GCA_000007445.1	GCA_000010485.1
GCA_030036675.1	GCA_000007445.1	GCA_000010485.1
GCA_030036695.1	GCA_000007445.1	GCA_000010485.1
GCA_030036715.1	GCA_000007445.1	GCA_000010485.1
GCA_030036755.1	GCA_000007445.1	GCA_000010485.1
GCA_030036775.1	GCA_000007445.1	GCA_000010485.1
GCA_030036795.1	GCA_000007445.1	GCA_000010485.1
GCA_030036835.1	GCA_000007445.1	GCA_000010485.1
GCA_030036855.1	GCA_000007445.1	GCA_000010485.1
GCA_030036875.1	GCA_000007445.1	GCA_000010485.1
GCA_030036895.1	GCA_000007445.1	GCA_000010485.1
GCA_030036925.1	GCA_000007445.1	GCA_000010485.1
GCA_030037135.1	GCA_000007445.1	GCA_000010485.1
GCA_030037255.1	GCA_000007445.1	GCA_000010485.1
GCA_030037445.1	GCA_000007445.1	GCA_000010485.1
GCA_030037615.1	GCA_000007445.1	GCA_000010485.1
GCA_030037835.1	GCA_000007445.1	GCA_000010485.1
GCA_030037975.1	GCA_000007445.1	GCA_000010485.1
GCA_030038515.1	GCA_000007445.1	GCA_000010485.1
GCA_030038665.1	GCA_000007445.1	GCA_000010485.1
GCA_030038915.1	GCA_000007445.1	GCA_000010485.1
GCA_030039075.1	GCA_000007445.1	GCA_000010485.1
GCA_030039225.1	GCA_000007445.1	GCA_000010485.1
GCA_030039325.1	GCA_000007445.1	GCA_000010485.1
GCA_030039345.1	GCA_000007445.1	GCA_000010485.1
GCA_030039375.1	GCA_000007445.1	GCA_000010485.1
GCA_030039395.1	GCA_000007445.1	GCA_000010485.1
GCA_030039425.1	GCA_000007445.1	GCA_000010485.1
GCA_030053055.1	GCA_000005845.2	GCA_000005845.2
GCA_030053075.1	GCA_000005845.2	GCA_000010385.1
GCA_030053855.1	GCA_000005845.2	GCA_000005845.2
GCA_030063095.1	GCA_000005845.2	GCA_000010385.1
GCA_030063845.1	GCA_000007445.1	GCA_000010485.1
GCA_030063865.1	GCA_000007445.1	GCA_000010485.1
GCA_030063885.1	GCA_000007445.1	GCA_000010485.1
GCA_030069185.1	GCA_000026325.1	GCA_000350785.1
GCA_030069205.1	GCA_000026325.1	GCA_000164315.1
GCA_030069225.1	GCA_000005845.2	GCA_016809955.1
GCA_030069235.1	GCA_000005845.2	GCA_000005845.2
GCA_030069265.1	GCA_000005845.2	GCA_000005845.2
GCA_030069285.1	GCA_000026325.1	GCA_000350785.1
GCA_030069305.1	GCA_000005845.2	GCA_000010385.1
GCA_030069315.1	GCA_000005845.2	GCA_000164215.1
GCA_030069325.1	GCA_000026325.1	GCA_000350785.1
GCA_030069365.1	GCA_000026325.1	GCA_000164315.1
GCA_030069385.1	GCA_000005845.2	GCA_000005845.2
GCA_030069405.1	GCA_000026325.1	GCA_000351385.1
GCA_030069425.1	GCA_000005845.2	GCA_000010385.1
GCA_030069435.1	GCA_000026325.1	GCA_000350785.1
GCA_030069465.1	GCA_000005845.2	GCA_000010385.1
GCA_030069485.1	GCA_000026325.1	GCA_000350785.1
GCA_030069505.1	GCA_000005845.2	GCA_000010765.1
GCA_030069525.1	GCA_000005845.2	GCA_000010385.1
GCA_030069545.1	GCA_000005845.2	GCA_000010385.1
GCA_030069555.1	GCA_000005845.2	GCA_000010385.1
GCA_030069585.1	GCA_000026325.1	GCA_000350785.1
GCA_030073445.1	GCA_000005845.2	GCA_000010385.1
GCA_030073525.1	GCA_000005845.2	GCA_000010385.1
GCA_030073545.1	GCA_000005845.2	GCA_000010765.1
GCA_030073565.1	GCA_000019645.1	GCA_000474825.1
GCA_030073585.1	GCA_000005845.2	GCA_000010385.1
GCA_030073595.1	GCA_000005845.2	GCA_000010385.1
GCA_030073625.1	GCA_000026325.1	GCA_000350785.1
GCA_030073645.1	GCA_000026325.1	GCA_000350785.1
GCA_030073655.1	GCA_000026325.1	GCA_000351385.1
GCA_030073675.1	GCA_000005845.2	GCA_000017765.1
GCA_030073705.1	GCA_000005845.2	GCA_000164215.1
GCA_030125785.1	GCA_000007445.1	GCA_000007445.1
GCA_030128985.1	GCA_000007445.1	GCA_000013305.1
GCA_030130175.1	GCA_000005845.2	GCA_000005845.2
GCA_030130205.1	GCA_000026325.1	GCA_000351385.1
GCA_030130225.1	GCA_000007445.1	GCA_000326265.1
GCA_030130245.1	GCA_000005845.2	GCA_000005845.2
GCA_030130265.1	GCA_000026325.1	GCA_000026325.1
GCA_030130275.1	GCA_000005845.2	GCA_000005845.2
GCA_030130305.1	GCA_000026325.1	GCA_000351385.1
GCA_030130325.1	GCA_000007445.1	GCA_000013305.1
GCA_030130345.1	GCA_000005845.2	GCA_000017765.1
GCA_030130365.1	GCA_000005845.2	GCA_000010385.1
GCA_030130385.1	GCA_000007445.1	GCA_000326265.1
GCA_030130395.1	GCA_000005845.2	GCA_000005845.2
GCA_030130425.1	GCA_000007445.1	GCA_000010485.1
GCA_030130445.1	GCA_000026325.1	GCA_000026325.1
GCA_030130465.1	GCA_000005845.2	GCA_000010385.1
GCA_030130485.1	GCA_000007445.1	GCA_000010485.1
GCA_030130505.1	GCA_000026325.1	GCA_000026325.1
GCA_030130525.1	GCA_000026325.1	GCA_000026325.1
GCA_030130625.1	GCA_000007445.1	GCA_000326265.1
GCA_030131905.1	GCA_000007445.1	GCA_000010485.1
GCA_030131915.1	GCA_000007445.1	GCA_000010485.1
GCA_030131925.1	GCA_000007445.1	GCA_000010485.1
GCA_030131985.1	GCA_000007445.1	GCA_000010485.1
GCA_030132005.1	GCA_000007445.1	GCA_000326445.1
GCA_030132015.1	GCA_000005845.2	GCA_000005845.2
GCA_030132035.1	GCA_000026325.1	GCA_000026325.1
GCA_030132065.1	GCA_000005845.2	GCA_000005845.2
GCA_030132085.1	GCA_000005845.2	GCA_000010385.1
GCA_030132105.1	GCA_000005845.2	GCA_000005845.2
GCA_030132265.1	GCA_000007445.1	GCA_000010485.1
GCA_030142205.1	GCA_000005845.2	GCA_000005845.2
GCA_030142245.1	GCA_000005845.2	GCA_000005845.2
GCA_030142335.1	GCA_000005845.2	GCA_000005845.2
GCA_030142415.1	GCA_000005845.2	GCA_000005845.2
GCA_030142475.1	GCA_000005845.2	GCA_000005845.2
GCA_030142705.1	GCA_000026325.1	GCA_000418595.1
GCA_030142725.1	GCA_000176695.2	GCA_000176695.2
GCA_030142745.1	GCA_000005845.2	GCA_000017765.1
GCA_030142765.1	GCA_000005845.2	GCA_000010385.1
GCA_030142785.1	GCA_000005845.2	GCA_000010385.1
GCA_030142805.1	GCA_000005845.2	GCA_000005845.2
GCA_030142825.1	GCA_000005845.2	GCA_000010385.1
GCA_030142845.1	GCA_000005845.2	GCA_000010385.1
GCA_030142865.1	GCA_000026325.1	GCA_002227705.1
GCA_030143005.1	GCA_000005845.2	GCA_000005845.2
GCA_030143025.1	GCA_000005845.2	GCA_000010385.1
GCA_030143035.1	GCA_000005845.2	GCA_000010385.1
GCA_030143045.1	GCA_000005845.2	GCA_000005845.2
GCA_030143085.1	GCA_000005845.2	GCA_000010385.1
GCA_030143105.1	GCA_000005845.2	GCA_000005845.2
GCA_030143125.1	GCA_000005845.2	GCA_000005845.2
GCA_030143145.1	GCA_000005845.2	GCA_000005845.2
GCA_030143165.1	GCA_000005845.2	GCA_000010745.1
GCA_030143175.1	GCA_000005845.2	GCA_000005845.2
GCA_030143225.1	GCA_000005845.2	GCA_000010385.1
GCA_030143755.1	GCA_000026325.1	GCA_000026325.1
GCA_030144835.1	GCA_000005845.2	GCA_000005845.2
GCA_030161915.1	GCA_000026325.1	GCA_000351385.1
GCA_030161935.2	GCA_000005845.2	GCA_000005845.2
GCA_030161955.1	GCA_000005845.2	GCA_000005845.2
GCA_030161975.1	GCA_000005845.2	GCA_000005845.2
GCA_030161995.1	GCA_000005845.2	GCA_000005845.2
GCA_030162015.2	GCA_000005845.2	GCA_000005845.2
GCA_030162035.2	GCA_000005845.2	GCA_000010385.1
GCA_030162055.1	GCA_000005845.2	GCA_000010385.1
GCA_030162075.2	GCA_000005845.2	GCA_000010385.1
GCA_030162095.1	GCA_000005845.2	GCA_000010385.1
GCA_030162115.1	GCA_000005845.2	GCA_000010385.1
GCA_030162135.1	GCA_000005845.2	GCA_000005845.2
GCA_030162155.2	GCA_000005845.2	GCA_000303635.1
GCA_030162175.2	GCA_000005845.2	GCA_000164215.1
GCA_030162195.2	GCA_000005845.2	GCA_000010385.1
GCA_030162215.1	GCA_000005845.2	GCA_000010385.1
GCA_030162235.1	GCA_000005845.2	GCA_000005845.2
GCA_030162255.1	GCA_000176695.2	GCA_000176695.2
GCA_030162275.1	GCA_000176695.2	GCA_000176695.2
GCA_030162975.1	GCA_000005845.2	GCA_000005845.2
GCA_030163035.1	GCA_000005845.2	GCA_000005845.2
GCA_030163055.1	GCA_000005845.2	GCA_000460255.1
GCA_030163065.1	GCA_000005845.2	GCA_000010385.1
GCA_030163085.1	GCA_000005845.2	GCA_000005845.2
GCA_030163115.1	GCA_000005845.2	GCA_000010385.1
GCA_030163135.1	GCA_000005845.2	GCA_000010385.1
GCA_030163155.1	GCA_000005845.2	GCA_000010385.1
GCA_030163165.1	GCA_000005845.2	GCA_000010385.1
GCA_030163175.1	GCA_000005845.2	GCA_000010385.1
GCA_030163215.1	GCA_000005845.2	GCA_000010765.1
GCA_030163235.1	GCA_000005845.2	GCA_000005845.2
GCA_030163245.1	GCA_000005845.2	GCA_000010385.1
GCA_030164525.1	GCA_000005845.2	GCA_000164215.1
GCA_030166495.1	GCA_000005845.2	GCA_000005845.2
GCA_030166515.1	GCA_000005845.2	GCA_000010385.1
GCA_030166535.1	GCA_000005845.2	GCA_000010385.1
GCA_030167165.1	GCA_000007445.1	GCA_000010485.1
GCA_030167175.1	GCA_000005845.2	GCA_000164215.1
GCA_030167205.1	GCA_000005845.2	GCA_000164215.1
GCA_030167225.1	GCA_000005845.2	GCA_000010385.1
GCA_030167245.1	GCA_000005845.2	GCA_000164215.1
GCA_030167265.1	GCA_000005845.2	GCA_000005845.2
GCA_030167285.1	GCA_000026325.1	GCA_000350785.1
GCA_030167305.1	GCA_000019645.1	GCA_000474825.1
GCA_030167325.1	GCA_000005845.2	GCA_000164215.1
GCA_030167345.1	GCA_000005845.2	GCA_000005845.2
GCA_030167365.1	GCA_000005845.2	GCA_000164215.1
GCA_030167385.1	GCA_000005845.2	GCA_000164215.1
GCA_030167405.1	GCA_000005845.2	GCA_000005845.2
GCA_030167425.1	GCA_000005845.2	GCA_000005845.2
GCA_030167445.1	GCA_000005845.2	GCA_000005845.2
GCA_030167455.1	GCA_000007445.1	GCA_000010485.1
GCA_030167485.1	GCA_000005845.2	GCA_000164215.1
GCA_030167505.1	GCA_000005845.2	GCA_000010385.1
GCA_030167525.1	GCA_000005845.2	GCA_000005845.2
GCA_030167545.1	GCA_000005845.2	GCA_000005845.2
GCA_030167565.1	GCA_000005845.2	GCA_000010385.1
GCA_030167585.1	GCA_000005845.2	GCA_000005845.2
GCA_030167605.1	GCA_000005845.2	GCA_000005845.2
GCA_030167625.1	GCA_000005845.2	GCA_000164215.1
GCA_030167645.1	GCA_000005845.2	GCA_000010385.1
GCA_030167665.1	GCA_000007445.1	GCA_000010485.1
GCA_030167685.1	GCA_000007445.1	GCA_000010485.1
GCA_030167705.1	GCA_000007445.1	GCA_000010485.1
GCA_030167725.1	GCA_000007445.1	GCA_000010485.1
GCA_030167745.1	GCA_000007445.1	GCA_000010485.1
GCA_030167755.1	GCA_000007445.1	GCA_000010485.1
GCA_030167785.1	GCA_000007445.1	GCA_000010485.1
GCA_030167795.1	GCA_000007445.1	GCA_000010485.1
GCA_030167825.1	GCA_000007445.1	GCA_000010485.1
GCA_030167845.1	GCA_000005845.2	GCA_000005845.2
GCA_030168675.1	GCA_000005845.2	GCA_000010385.1
GCA_030168695.1	GCA_000005845.2	GCA_000005845.2
GCA_030168715.1	GCA_000005845.2	GCA_000005845.2
GCA_030168735.1	GCA_000005845.2	GCA_000460255.1
GCA_030168755.1	GCA_000005845.2	GCA_000005845.2
GCA_030168815.1	GCA_000005845.2	GCA_000010385.1
GCA_030169195.1	GCA_000005845.2	GCA_002537345.1
GCA_030169335.1	GCA_000005845.2	GCA_002537345.1
GCA_030169475.1	GCA_000005845.2	GCA_000005845.2
GCA_030169635.1	GCA_000005845.2	GCA_000460255.1
GCA_030177065.1	GCA_000005845.2	GCA_000010385.1
GCA_030177115.1	GCA_000026325.1	GCA_000026325.1
GCA_030177155.1	GCA_000005845.2	GCA_000005845.2
GCA_030177275.1	GCA_000019645.1	GCA_000474825.1
GCA_030177295.1	GCA_000007445.1	GCA_000014845.1
GCA_030177315.1	GCA_000026325.1	GCA_000194235.2
GCA_030177335.1	GCA_000005845.2	GCA_000005845.2
GCA_030177355.1	GCA_000019645.1	GCA_000474825.1
GCA_030177375.1	GCA_000026325.1	GCA_000350785.1
GCA_030177395.1	GCA_000019645.1	GCA_000474825.1
GCA_030177415.1	GCA_000005845.2	GCA_000005845.2
GCA_030177435.1	GCA_000005845.2	GCA_000010385.1
GCA_030177455.1	GCA_000005845.2	GCA_000005845.2
GCA_030177475.1	GCA_000026325.1	GCA_000194235.2
GCA_030177495.1	GCA_000005845.2	GCA_000017765.1
GCA_030177515.1	GCA_000007445.1	GCA_000007445.1
GCA_030177535.1	GCA_000026325.1	GCA_000351385.1
GCA_030177555.1	GCA_000005845.2	GCA_000005845.2
GCA_030177575.1	GCA_000026325.1	GCA_000243195.1
GCA_030177595.1	GCA_000026325.1	GCA_000026325.1
GCA_030177615.1	GCA_000005845.2	GCA_000010385.1
GCA_030177635.1	GCA_000019645.1	GCA_000026345.1
GCA_030177655.1	GCA_000005845.2	GCA_000010385.1
GCA_030177675.1	GCA_000005845.2	GCA_000164215.1
GCA_030177715.1	GCA_000005845.2	GCA_000164215.1
GCA_030177775.1	GCA_000005845.2	GCA_000164215.1
GCA_030177795.1	GCA_000005845.2	GCA_000164215.1
GCA_030177835.1	GCA_000005845.2	GCA_000010385.1
GCA_030177915.1	GCA_000005845.2	GCA_000010745.1
GCA_030177955.1	GCA_000005845.2	GCA_000010765.1
GCA_030177975.1	GCA_000005845.2	GCA_000010385.1
GCA_030177995.1	GCA_000176695.2	GCA_000176695.2
GCA_030178015.1	GCA_000005845.2	GCA_000010385.1
GCA_030178035.1	GCA_000005845.2	GCA_000164215.1
GCA_030178055.1	GCA_000005845.2	GCA_000010385.1
GCA_030178075.1	GCA_000005845.2	GCA_000164215.1
GCA_030178095.1	GCA_000005845.2	GCA_000164215.1
GCA_030178115.1	GCA_000005845.2	GCA_000164215.1
GCA_030178135.1	GCA_000005845.2	GCA_000010385.1
GCA_030178155.1	GCA_000005845.2	GCA_000010385.1
GCA_030178175.1	GCA_000005845.2	GCA_000005845.2
GCA_030178195.1	GCA_000019645.1	GCA_000019645.1
GCA_030178215.1	GCA_000171935.1	GCA_000006665.1
GCA_030178235.1	GCA_000005845.2	GCA_003292225.1
GCA_030178255.1	GCA_000005845.2	GCA_000010385.1
GCA_030178295.1	GCA_000005845.2	GCA_000005845.2
GCA_030178315.1	GCA_000005845.2	GCA_000164215.1
GCA_030178335.1	GCA_000005845.2	GCA_000010385.1
GCA_030178375.1	GCA_000005845.2	GCA_000005845.2
GCA_030178395.1	GCA_000005845.2	GCA_000005845.2
GCA_030182675.1	GCA_000005845.2	GCA_000010385.1
GCA_030182905.2	GCA_000007445.1	GCA_000014845.1
GCA_030183145.2	GCA_000007445.1	GCA_000007445.1
GCA_030183245.2	GCA_000026325.1	GCA_000026325.1
GCA_030183275.2	GCA_000007445.1	GCA_000007445.1
GCA_030183535.2	GCA_000005845.2	GCA_000010385.1
GCA_030183635.2	GCA_000007445.1	GCA_000010485.1
GCA_030184315.2	GCA_000026325.1	GCA_000351385.1
GCA_030185015.2	GCA_000005845.2	GCA_000017765.1
GCA_030185175.2	GCA_000005845.2	GCA_000017765.1
GCA_030185365.2	GCA_000005845.2	GCA_000010385.1
GCA_030187035.2	GCA_000005845.2	GCA_000017765.1
GCA_030187255.2	GCA_000005845.2	GCA_000005845.2
GCA_030187525.2	GCA_000005845.2	GCA_000010385.1
GCA_030187725.1	GCA_000005845.2	GCA_000010385.1
GCA_030194435.1	GCA_000171935.1	GCA_002226985.1
GCA_030194485.1	GCA_000005845.2	GCA_000005845.2
GCA_030194575.1	GCA_000005845.2	GCA_000005845.2
GCA_030194595.1	GCA_000005845.2	GCA_002226985.1
GCA_030194655.1	GCA_000005845.2	GCA_000005845.2
GCA_030194685.1	GCA_000005845.2	GCA_000010385.1
GCA_030194725.1	GCA_000005845.2	GCA_000460255.1
GCA_030194755.1	GCA_000005845.2	GCA_000460255.1
GCA_030194815.1	GCA_000171935.1	GCA_002226985.1
GCA_030194835.1	GCA_000005845.2	GCA_002226985.1
GCA_030194845.1	GCA_000005845.2	GCA_002226985.1
GCA_030194895.1	GCA_000171935.1	GCA_002226985.1
GCA_030194915.1	GCA_000005845.2	GCA_000005845.2
GCA_030195055.1	GCA_000005845.2	GCA_000005845.2
GCA_030195075.1	GCA_000005845.2	GCA_002226985.1
GCA_030195095.1	GCA_000005845.2	GCA_002226985.1
GCA_030195125.1	GCA_000005845.2	GCA_000460255.1
GCA_030195215.1	GCA_000005845.2	GCA_002226985.1
GCA_030195275.1	GCA_000005845.2	GCA_002226985.1
GCA_030195315.1	GCA_000005845.2	GCA_002226985.1
GCA_030195335.1	GCA_000005845.2	GCA_000010385.1
GCA_030195375.1	GCA_000005845.2	GCA_002226985.1
GCA_030195435.1	GCA_000005845.2	GCA_000460255.1
GCA_030195445.1	GCA_000171935.1	GCA_002226985.1
GCA_030195475.1	GCA_000171935.1	GCA_002226985.1
GCA_030195495.1	GCA_000005845.2	GCA_000005845.2
GCA_030195515.1	GCA_000171935.1	GCA_002226985.1
GCA_030195535.1	GCA_000005845.2	GCA_002226985.1
GCA_030195545.1	GCA_000019645.1	GCA_000019645.1
GCA_030195585.1	GCA_000005845.2	GCA_000460255.1
GCA_030195755.1	GCA_000005845.2	GCA_002226985.1
GCA_030195765.1	GCA_000005845.2	GCA_002226985.1
GCA_030195775.1	GCA_000171935.1	GCA_002226985.1
GCA_030195845.1	GCA_000005845.2	GCA_002226985.1
GCA_030195895.1	GCA_000171935.1	GCA_002226985.1
GCA_030195905.1	GCA_000005845.2	GCA_002226985.1
GCA_030195935.1	GCA_000005845.2	GCA_002226985.1
GCA_030195975.1	GCA_000005845.2	GCA_002226985.1
GCA_030195995.1	GCA_000005845.2	GCA_002226985.1
GCA_030196055.1	GCA_000005845.2	GCA_002226985.1
GCA_030196155.1	GCA_000005845.2	GCA_000005845.2
GCA_030196215.1	GCA_000005845.2	GCA_000460255.1
GCA_030196235.1	GCA_000005845.2	GCA_000010385.1
GCA_030196255.1	GCA_000005845.2	GCA_000010385.1
GCA_030196265.1	GCA_000005845.2	GCA_000005845.2
GCA_030196275.1	GCA_000005845.2	GCA_000005845.2
GCA_030196315.1	GCA_000005845.2	GCA_000005845.2
GCA_030196335.1	GCA_000005845.2	GCA_000460255.1
GCA_030196345.1	GCA_000005845.2	GCA_000010385.1
GCA_030196365.1	GCA_000005845.2	GCA_000005845.2
GCA_030196375.1	GCA_000005845.2	GCA_000460255.1
GCA_030196385.1	GCA_000005845.2	GCA_000005845.2
GCA_030196435.1	GCA_000005845.2	GCA_000164215.1
GCA_030196445.1	GCA_000005845.2	GCA_000164215.1
GCA_030196515.1	GCA_000005845.2	GCA_000164215.1
GCA_030196605.1	GCA_000005845.2	GCA_000164215.1
GCA_030196675.1	GCA_000176695.2	GCA_000176695.2
GCA_030196695.1	GCA_000005845.2	GCA_000005845.2
GCA_030196715.1	GCA_000005845.2	GCA_000460255.1
GCA_030196725.1	GCA_000005845.2	GCA_000010385.1
GCA_030196755.1	GCA_000005845.2	GCA_000010385.1
GCA_030196775.1	GCA_000005845.2	GCA_000010385.1
GCA_030196795.1	GCA_000005845.2	GCA_000005845.2
GCA_030196815.1	GCA_000005845.2	GCA_000005845.2
GCA_030196825.1	GCA_000005845.2	GCA_000010385.1
GCA_030196855.1	GCA_000005845.2	GCA_000010385.1
GCA_030196875.1	GCA_000005845.2	GCA_000010385.1
GCA_030196895.1	GCA_000005845.2	GCA_000010385.1
GCA_030196915.1	GCA_000005845.2	GCA_000005845.2
GCA_030196935.1	GCA_000005845.2	GCA_000005845.2
GCA_030196955.1	GCA_000005845.2	GCA_000010385.1
GCA_030196965.1	GCA_000005845.2	GCA_000010385.1
GCA_030196995.1	GCA_000005845.2	GCA_000010385.1
GCA_030197015.1	GCA_000005845.2	GCA_000460255.1
GCA_030197025.1	GCA_000005845.2	GCA_000010385.1
GCA_030197035.1	GCA_000005845.2	GCA_000010385.1
GCA_030197075.1	GCA_000005845.2	GCA_000010385.1
GCA_030197095.1	GCA_000005845.2	GCA_000010385.1
GCA_030197115.1	GCA_000005845.2	GCA_000010385.1
GCA_030197125.1	GCA_000005845.2	GCA_000005845.2
GCA_030197155.1	GCA_000005845.2	GCA_000010385.1
GCA_030197165.1	GCA_000005845.2	GCA_000005845.2
GCA_030197195.1	GCA_000005845.2	GCA_000460255.1
GCA_030197215.1	GCA_000005845.2	GCA_000005845.2
GCA_030197225.1	GCA_000005845.2	GCA_000010385.1
GCA_030197245.1	GCA_000005845.2	GCA_000005845.2
GCA_030197265.1	GCA_000005845.2	GCA_000010385.1
GCA_030197295.1	GCA_000005845.2	GCA_000010385.1
GCA_030197325.1	GCA_000005845.2	GCA_000005845.2
GCA_030197355.1	GCA_000005845.2	GCA_000005845.2
GCA_030207595.1	GCA_000005845.2	GCA_000010385.1
GCA_030207615.1	GCA_000005845.2	GCA_000164215.1
GCA_030207635.1	GCA_000005845.2	GCA_000005845.2
GCA_030207655.1	GCA_000019645.1	GCA_000474825.1
GCA_030207675.1	GCA_000005845.2	GCA_000010385.1
GCA_030207695.1	GCA_000005845.2	GCA_000010385.1
GCA_030207715.1	GCA_000005845.2	GCA_000010385.1
GCA_030207725.1	GCA_000005845.2	GCA_000010385.1
GCA_030207755.1	GCA_000019645.1	GCA_000019645.1
GCA_030207775.1	GCA_000005845.2	GCA_000010385.1
GCA_030207795.1	GCA_000005845.2	GCA_000010385.1
GCA_030207815.1	GCA_000005845.2	GCA_000010385.1
GCA_030207825.1	GCA_000005845.2	GCA_000010385.1
GCA_030207855.1	GCA_000005845.2	GCA_000010385.1
GCA_030207875.1	GCA_000005845.2	GCA_000005845.2
GCA_030207885.1	GCA_000005845.2	GCA_000164215.1
GCA_030207915.1	GCA_000005845.2	GCA_000460255.1
GCA_030207935.1	GCA_000005845.2	GCA_000010385.1
GCA_030207955.1	GCA_000005845.2	GCA_000010385.1
GCA_030207965.1	GCA_000019645.1	GCA_000019645.1
GCA_030207985.1	GCA_000190955.1	GCA_000687125.1
GCA_030208015.1	GCA_000005845.2	GCA_000010385.1
GCA_030208035.1	GCA_000176695.2	GCA_000176695.2
GCA_030208055.1	GCA_000005845.2	GCA_000010385.1
GCA_030208075.1	GCA_000005845.2	GCA_000010385.1
GCA_030208085.1	GCA_000005845.2	GCA_000249715.2
GCA_030208115.1	GCA_000005845.2	GCA_000249715.2
GCA_030208135.1	GCA_000005845.2	GCA_000010385.1
GCA_030208155.1	GCA_000005845.2	GCA_000005845.2
GCA_030208175.1	GCA_000005845.2	GCA_000010385.1
GCA_030208195.1	GCA_000005845.2	GCA_000010385.1
GCA_030208215.1	GCA_000005845.2	GCA_000010385.1
GCA_030208235.1	GCA_000005845.2	GCA_025583485.1
GCA_030208255.1	GCA_000005845.2	GCA_000010385.1
