Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
CUEN23-1_SAMEA111331688_ISOG.scaffolds.min200	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	99.905;	100;	CUEN23-1_SAMEA111331688_ISOG-scaffold_4;	374190-375239;	1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331689_ISOG.scaffolds.min200	-	O39	H4	O39:H4	-	Based on 3 allele(s)	wzx:0.995;wzy:0.996;fliC:1;	O39-3-wzx;O39-2-wzy-origin;H4-2-fliC-origin;	99.459;99.599;99.905;	100;100;100;	CUEN23-1_SAMEA111331689_ISOG-scaffold_8;CUEN23-1_SAMEA111331689_ISOG-scaffold_8;CUEN23-1_SAMEA111331689_ISOG-scaffold_4;	77569-79047;81040-82287;374190-375239;	1479;1248;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331690_ISOG.scaffolds.min200	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331690_ISOG-scaffold_3;CUEN23-1_SAMEA111331690_ISOG-scaffold_3;CUEN23-1_SAMEA111331690_ISOG-scaffold_1;	392346-393602;393602-394945;391905-393572;	1257;1344;1668;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331691_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331691_ISOG-scaffold_4;CUEN23-1_SAMEA111331691_ISOG-scaffold_4;CUEN23-1_SAMEA111331691_ISOG-scaffold_17;	262388-263647;265800-266862;38280-39329;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331692_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331692_ISOG-scaffold_20;CUEN23-1_SAMEA111331692_ISOG-scaffold_20;CUEN23-1_SAMEA111331692_ISOG-scaffold_18;	76235-77494;79647-80709;97191-98240;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331693_ISOG.scaffolds.min200	-	O13/O135	H4	O13/O135:H4	-	Based on 3 allele(s)	wzx:0.998;wzy:0.999;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H4-2-fliC-origin;	99.841;99.913;100;	100;100;100;	CUEN23-1_SAMEA111331693_ISOG-scaffold_1;CUEN23-1_SAMEA111331693_ISOG-scaffold_1;CUEN23-1_SAMEA111331693_ISOG-scaffold_1;	348209-349465;351304-352452;515110-516159;	1257;1149;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331694_ISOG.scaffolds.min200	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
CUEN23-1_SAMEA111331695_ISOG.scaffolds.min200	-	O54	H21	O54:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O54-1-wzx-origin;O54-2-wzy-origin;H21-12-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331695_ISOG-scaffold_2;CUEN23-1_SAMEA111331695_ISOG-scaffold_2;CUEN23-1_SAMEA111331695_ISOG-scaffold_6;	326491-327741;321589-322647;122100-123575;	1251;1059;1476;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331696_ISOG.scaffolds.min200	-	O117/O107	H4	O117/O107:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O117-1-wzx-origin;O117-3-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331696_ISOG-scaffold_1;CUEN23-1_SAMEA111331696_ISOG-scaffold_1;CUEN23-1_SAMEA111331696_ISOG-scaffold_6;	404629-405846;405839-407161;112869-113918;	1218;1323;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 8:O107/O117 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331697_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331697_ISOG-scaffold_20;CUEN23-1_SAMEA111331697_ISOG-scaffold_20;CUEN23-1_SAMEA111331697_ISOG-scaffold_41;	70740-72272;64768-65841;14423-15732;	1533;1074;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331698_ISOG.scaffolds.min200	-	O4	H1	O4:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H1-3-fliC;	100;99.916;100;	100;100;100;	CUEN23-1_SAMEA111331698_ISOG-scaffold_18;CUEN23-1_SAMEA111331698_ISOG-scaffold_18;CUEN23-1_SAMEA111331698_ISOG-scaffold_1;	12462-13700;10379-11566;271021-272808;	1239;1188;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331699_ISOG.scaffolds.min200	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;99.638;	100;100;100;	CUEN23-1_SAMEA111331699_ISOG-scaffold_24;CUEN23-1_SAMEA111331699_ISOG-scaffold_24;CUEN23-1_SAMEA111331699_ISOG-scaffold_2;	7539-8726;5406-6536;207604-209262;	1188;1131;1659;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331700_ISOG.scaffolds.min200	-	-	H1	-:H1	-	Based on 1 allele(s)	fliC:1;	H1-1-fliC-origin;	100;	100;	CUEN23-1_SAMEA111331700_ISOG-scaffold_2;	64620-66407;	1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331701_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331701_ISOG-scaffold_1;CUEN23-1_SAMEA111331701_ISOG-scaffold_1;CUEN23-1_SAMEA111331701_ISOG-scaffold_16;	124320-125852;130751-131824;86447-87756;	1533;1074;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331702_ISOG.scaffolds.min200	-	O171	H5	O171:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O171-1-wzx-origin;O171-2-wzy-origin;H5-13-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331702_ISOG-scaffold_18;CUEN23-1_SAMEA111331702_ISOG-scaffold_18;CUEN23-1_SAMEA111331702_ISOG-scaffold_8;	53258-54523;51160-52311;121973-123283;	1266;1152;1311;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331703_ISOG.scaffolds.min200	-	O21	H21	O21:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O21-3-wzx;O21-2-wzy-origin;H21-9-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331703_ISOG-scaffold_20;CUEN23-1_SAMEA111331703_ISOG-scaffold_20;CUEN23-1_SAMEA111331703_ISOG-scaffold_13;	31567-32802;28196-29278;7262-8737;	1236;1083;1476;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331704_ISOG.scaffolds.min200	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;99.916;100;	100;100;100;	CUEN23-1_SAMEA111331704_ISOG-scaffold_4;CUEN23-1_SAMEA111331704_ISOG-scaffold_4;CUEN23-1_SAMEA111331704_ISOG-scaffold_3;	434505-435752;435811-436998;102219-103976;	1248;1189;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331705_ISOG.scaffolds.min200	-	O153	H2	O153:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H2-6-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331705_ISOG-scaffold_24;CUEN23-1_SAMEA111331705_ISOG-scaffold_24;CUEN23-1_SAMEA111331705_ISOG-scaffold_3;	536-1714;2671-3849;72343-73831;	1179;1179;1489;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331706_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzx:1;fliC:1;	O75-6-wzx;H5-6-fliC;	100;100;	100;100;	CUEN23-1_SAMEA111331706_ISOG-scaffold_1;CUEN23-1_SAMEA111331706_ISOG-scaffold_11;	82244-83776;123346-124655;	1533;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331707_ISOG.scaffolds.min200	-	O15	H6	O15:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-1-wzx-origin;O15-2-wzy-origin;H6-17-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331707_ISOG-scaffold_8;CUEN23-1_SAMEA111331707_ISOG-scaffold_8;CUEN23-1_SAMEA111331707_ISOG-scaffold_14;	214237-215481;216514-217692;100682-102334;	1245;1179;1653;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331708_ISOG.scaffolds.min200	-	O121	H11	O121:H11	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O121-1-wzx-origin;O121-5-wzy-origin;H11-4-fliC;	99.857;100;100;	100;100;100;	CUEN23-1_SAMEA111331708_ISOG-scaffold_18;CUEN23-1_SAMEA111331708_ISOG-scaffold_18;CUEN23-1_SAMEA111331708_ISOG-scaffold_4;	39261-40655;36619-37809;196526-197984;	1395;1191;1459;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331709_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzy:1;fliC:1;	O75-11-wzy;H5-6-fliC;	100;100;	100;100;	CUEN23-1_SAMEA111331709_ISOG-scaffold_18;CUEN23-1_SAMEA111331709_ISOG-scaffold_27;	75085-76158;8518-9827;	1074;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331710_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331710_ISOG-scaffold_9;CUEN23-1_SAMEA111331710_ISOG-scaffold_9;CUEN23-1_SAMEA111331710_ISOG-scaffold_1;	176533-177789;177789-179132;195689-197476;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331711_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331711_ISOG-scaffold_6;CUEN23-1_SAMEA111331711_ISOG-scaffold_6;CUEN23-1_SAMEA111331711_ISOG-scaffold_7;	267318-268850;261346-262419;170688-171997;	1533;1074;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331712_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzx:1;fliC:1;	O75-6-wzx;H5-6-fliC;	100;100;	100;100;	CUEN23-1_SAMEA111331712_ISOG-scaffold_2;CUEN23-1_SAMEA111331712_ISOG-scaffold_3;	377240-378772;73023-74332;	1533;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331713_ISOG.scaffolds.min200	-	O2/O50	H7	O2/O50:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H7-4-fliC-origin;	99.921;100;100;	100;100;100;	CUEN23-1_SAMEA111331713_ISOG-scaffold_3;CUEN23-1_SAMEA111331713_ISOG-scaffold_3;CUEN23-1_SAMEA111331713_ISOG-scaffold_2;	37802-39064;35127-36089;185808-187565;	1263;963;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331714_ISOG.scaffolds.min200	-	O61	H6	O61:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O61-1-wzx-origin;O61-2-wzy-origin;H6-11-fliC;	100;100;99.939;	100;100;100;	CUEN23-1_SAMEA111331714_ISOG-scaffold_1;CUEN23-1_SAMEA111331714_ISOG-scaffold_1;CUEN23-1_SAMEA111331714_ISOG-scaffold_1;	91722-92948;93875-95032;190836-192482;	1227;1158;1647;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331715_ISOG.scaffolds.min200	-	O178/O153	H11	O178/O153:H11	-	Based on 3 allele(s)	wzx:1;wzy:0.995;fliC:1;	O178-1-wzx-origin;O178-2-wzy-origin;H11-4-fliC;	100;99.454;100;	100;100;100;	CUEN23-1_SAMEA111331715_ISOG-scaffold_7;CUEN23-1_SAMEA111331715_ISOG-scaffold_7;CUEN23-1_SAMEA111331715_ISOG-scaffold_76;	7795-9024;6717-7814;1649-3107;	1230;1098;1459;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331716_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331716_ISOG-scaffold_1;CUEN23-1_SAMEA111331716_ISOG-scaffold_1;CUEN23-1_SAMEA111331716_ISOG-scaffold_1;	292013-293545;298444-299517;123649-124958;	1533;1074;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331717_ISOG.scaffolds.min200	-	O18	H5	O18:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-1-wzx-origin;O18-5-wzy-origin;H5-6-fliC;	100;100;99.924;	100;100;100;	CUEN23-1_SAMEA111331717_ISOG-scaffold_3;CUEN23-1_SAMEA111331717_ISOG-scaffold_3;CUEN23-1_SAMEA111331717_ISOG-scaffold_21;	9742-10989;8495-9640;19549-20858;	1248;1146;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331718_ISOG.scaffolds.min200	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331718_ISOG-scaffold_11;CUEN23-1_SAMEA111331718_ISOG-scaffold_11;CUEN23-1_SAMEA111331718_ISOG-scaffold_1;	3776-5011;2403-3734;280326-281990;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331719_ISOG.scaffolds.min200	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	CUEN23-1_SAMEA111331719_ISOG-scaffold_1;	155406-156455;	1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331720_ISOG.scaffolds.min200	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	99.919;100;100;	100;100;100;	CUEN23-1_SAMEA111331720_ISOG-scaffold_4;CUEN23-1_SAMEA111331720_ISOG-scaffold_4;CUEN23-1_SAMEA111331720_ISOG-scaffold_2;	349718-350956;351852-353039;364246-365556;	1239;1188;1311;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331721_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331721_ISOG-scaffold_2;CUEN23-1_SAMEA111331721_ISOG-scaffold_2;CUEN23-1_SAMEA111331721_ISOG-scaffold_1;	365582-366838;366838-368181;405053-406840;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331722_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331722_ISOG-scaffold_1;CUEN23-1_SAMEA111331722_ISOG-scaffold_1;CUEN23-1_SAMEA111331722_ISOG-scaffold_15;	358384-359643;361796-362858;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331723_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331723_ISOG-scaffold_3;CUEN23-1_SAMEA111331723_ISOG-scaffold_3;CUEN23-1_SAMEA111331723_ISOG-scaffold_22;	401793-403052;405205-406267;22224-23273;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331724_ISOG.scaffolds.min200	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	CUEN23-1_SAMEA111331724_ISOG-scaffold_13;	155407-156456;	1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331725_ISOG.scaffolds.min200	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331725_ISOG-scaffold_1;CUEN23-1_SAMEA111331725_ISOG-scaffold_1;CUEN23-1_SAMEA111331725_ISOG-scaffold_4;	358066-359301;356693-358024;21682-23346;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331726_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;99.666;	100;100;100;	CUEN23-1_SAMEA111331726_ISOG-scaffold_3;CUEN23-1_SAMEA111331726_ISOG-scaffold_3;CUEN23-1_SAMEA111331726_ISOG-scaffold_1;	37079-38335;35736-37079;388457-390250;	1257;1344;1794;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331727_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-1-wzx-origin;O15-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331727_ISOG-scaffold_1;CUEN23-1_SAMEA111331727_ISOG-scaffold_1;CUEN23-1_SAMEA111331727_ISOG-scaffold_4;	353546-354790;355823-357001;329763-331427;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331728_ISOG.scaffolds.min200	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331728_ISOG-scaffold_6;CUEN23-1_SAMEA111331728_ISOG-scaffold_6;CUEN23-1_SAMEA111331728_ISOG-scaffold_2;	338331-339578;340689-341855;75248-76557;	1248;1167;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331729_ISOG.scaffolds.min200	-	O8	H9	O8:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-35-wzt;H9-1-fliC-origin;	100;100;99.95;	100;100;100;	CUEN23-1_SAMEA111331729_ISOG-scaffold_1;CUEN23-1_SAMEA111331729_ISOG-scaffold_1;CUEN23-1_SAMEA111331729_ISOG-scaffold_12;	50525-51319;49311-50525;23017-25029;	795;1215;2013;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331730_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331730_ISOG-scaffold_2;CUEN23-1_SAMEA111331730_ISOG-scaffold_2;CUEN23-1_SAMEA111331730_ISOG-scaffold_15;	28703-29962;25488-26550;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331731_ISOG.scaffolds.min200	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O2-6-wzx;O2-13-wzy;H1-1-fliC-origin;	100;99.896;100;	100;100;100;	CUEN23-1_SAMEA111331731_ISOG-scaffold_3;CUEN23-1_SAMEA111331731_ISOG-scaffold_3;CUEN23-1_SAMEA111331731_ISOG-scaffold_2;	32616-33878;29943-30904;391526-393313;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331732_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331732_ISOG-scaffold_1;CUEN23-1_SAMEA111331732_ISOG-scaffold_1;CUEN23-1_SAMEA111331732_ISOG-scaffold_15;	630616-631875;634028-635090;97192-98241;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331733_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331733_ISOG-scaffold_1;CUEN23-1_SAMEA111331733_ISOG-scaffold_1;CUEN23-1_SAMEA111331733_ISOG-scaffold_14;	630663-631922;634075-635137;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331734_ISOG.scaffolds.min200	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331734_ISOG-scaffold_2;CUEN23-1_SAMEA111331734_ISOG-scaffold_2;CUEN23-1_SAMEA111331734_ISOG-scaffold_1;	22109-23344;23386-24717;120337-122001;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331735_ISOG.scaffolds.min200	-	O85	H1	O85:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O85-1-wzx-origin;O85-2-wzy-origin;H1-9-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331735_ISOG-scaffold_4;CUEN23-1_SAMEA111331735_ISOG-scaffold_4;CUEN23-1_SAMEA111331735_ISOG-scaffold_8;	45526-46746;47782-48900;188429-190216;	1221;1119;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331736_ISOG.scaffolds.min200	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;99.914;100;	100;100;100;	CUEN23-1_SAMEA111331736_ISOG-scaffold_15;CUEN23-1_SAMEA111331736_ISOG-scaffold_15;CUEN23-1_SAMEA111331736_ISOG-scaffold_1;	138752-139999;141110-142276;75243-76552;	1248;1167;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331737_ISOG.scaffolds.min200	-	O39	H4	O39:H4	-	Based on 3 allele(s)	wzx:0.995;wzy:0.996;fliC:1;	O39-3-wzx;O39-2-wzy-origin;H4-2-fliC-origin;	99.459;99.599;99.905;	100;100;100;	CUEN23-1_SAMEA111331737_ISOG-scaffold_15;CUEN23-1_SAMEA111331737_ISOG-scaffold_15;CUEN23-1_SAMEA111331737_ISOG-scaffold_2;	71544-73022;68304-69551;374099-375148;	1479;1248;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331738_ISOG.scaffolds.min200	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331738_ISOG-scaffold_2;CUEN23-1_SAMEA111331738_ISOG-scaffold_2;CUEN23-1_SAMEA111331738_ISOG-scaffold_1;	32418-33680;29744-30706;124674-126320;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331739_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331739_ISOG-scaffold_2;CUEN23-1_SAMEA111331739_ISOG-scaffold_2;CUEN23-1_SAMEA111331739_ISOG-scaffold_1;	32634-33890;31291-32634;177729-179516;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331740_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331740_ISOG-scaffold_2;CUEN23-1_SAMEA111331740_ISOG-scaffold_2;CUEN23-1_SAMEA111331740_ISOG-scaffold_1;	430907-432439;424935-426008;124654-125963;	1533;1074;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331741_ISOG.scaffolds.min200	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;99.924;	100;100;100;	CUEN23-1_SAMEA111331741_ISOG-scaffold_3;CUEN23-1_SAMEA111331741_ISOG-scaffold_3;CUEN23-1_SAMEA111331741_ISOG-scaffold_1;	12704-13942;10621-11808;124671-125981;	1239;1188;1311;	v1.0 (11-03-2020)	-
