distance,genome,phylogroup
0.0115313,SHAO19-1_SAMEA5616723_MAG_00000009.fa,B2-2
0.0126819,SHAO19-1_SAMEA5616725_MAG_00000009.fa,A
0.0125875,SHAO19-1_SAMEA5616726_MAG_00000008.fa,A
0.0147145,SHAO19-1_SAMEA5616728_MAG_00000010.fa,F
0.0147145,SHAO19-1_SAMEA5616729_MAG_00000006.fa,F
0.0147145,SHAO19-1_SAMEA5616730_MAG_00000002.fa,F
0.0083078,SHAO19-1_SAMEA5616734_MAG_00000028.fa,B1
0.0122141,SHAO19-1_SAMEA5616735_MAG_00000041.fa,B2-2
0.00811798,SHAO19-1_SAMEA5616739_MAG_00000001.fa,B1
0.0144562,SHAO19-1_SAMEA5616743_MAG_00000011.fa,F
0.0162749,SHAO19-1_SAMEA5616745_MAG_00000004.fa,F
0.00655869,SHAO19-1_SAMEA5616749_MAG_00000032.fa,A
0.0143027,SHAO19-1_SAMEA5616754_MAG_00000001.fa,A
0.010441,SHAO19-1_SAMEA5616756_MAG_00000004.fa,B2-2
0.0180709,SHAO19-1_SAMEA5616759_MAG_00000002.fa,B2-2
0.0083078,SHAO19-1_SAMEA5616760_MAG_00000004.fa,B1
0.0083078,SHAO19-1_SAMEA5616761_MAG_00000002.fa,B1
0.0097316,SHAO19-1_SAMEA5616762_MAG_00000003.fa,B1
0.0202137,SHAO19-1_SAMEA5616763_MAG_00000011.fa,A
0.0113974,SHAO19-1_SAMEA5616774_MAG_00000005.fa,B2-2
0.0106545,SHAO19-1_SAMEA5616775_MAG_00000001.fa,B2-2
0.0167251,SHAO19-1_SAMEA5616776_MAG_00000008.fa,B2-2
0.0148187,SHAO19-1_SAMEA5616780_MAG_00000017.fa,B2-2
0.00763299,SHAO19-1_SAMEA5616791_MAG_00000018.fa,B1
0.00574147,SHAO19-1_SAMEA5616796_MAG_00000008.fa,C
0.00759618,SHAO19-1_SAMEA5616800_MAG_00000011.fa,B1
0.0289561,SHAO19-1_SAMEA5616802_MAG_00000004.fa,B2-2
0.013112,SHAO19-1_SAMEA5616805_MAG_00000004.fa,B2-2
0.00390583,SHAO19-1_SAMEA5616809_MAG_00000005.fa,D1
0.00861543,SHAO19-1_SAMEA5616812_MAG_00000026.fa,B1
0.00590877,SHAO19-1_SAMEA5616816_MAG_00000022.fa,B1
0.00920555,SHAO19-1_SAMEA5616819_MAG_00000003.fa,B1
0.0101041,SHAO19-1_SAMEA5616823_MAG_00000016.fa,B2-2
0.00384578,SHAO19-1_SAMEA5616828_MAG_00000003.fa,B2-2
0.00381583,SHAO19-1_SAMEA5616829_MAG_00000001.fa,B2-2
0.0146626,SHAO19-1_SAMEA5616833_MAG_00000001.fa,B2-2
0.0128243,SHAO19-1_SAMEA5616834_MAG_00000001.fa,B2-2
0.0118017,SHAO19-1_SAMEA5616836_MAG_00000012.fa,B2-2
0.0122141,SHAO19-1_SAMEA5616839_MAG_00000002.fa,A
0.0115761,SHAO19-1_SAMEA5616846_MAG_00000012.fa,B2-2
0.00594242,SHAO19-1_SAMEA5616848_MAG_00000016.fa,D1
0.00631659,SHAO19-1_SAMEA5616852_MAG_00000001.fa,B2-1
0.00778092,SHAO19-1_SAMEA5616855_MAG_00000025.fa,D2
0.00486359,SHAO19-1_SAMEA5616859_MAG_00000004.fa,A
0.0173006,SHAO19-1_SAMEA5616860_MAG_00000013.fa,D2
0.0105688,SHAO19-1_SAMEA5616863_MAG_00000005.fa,B2-2
0.0084995,SHAO19-1_SAMEA5616864_MAG_00000010.fa,B1
0.0083078,SHAO19-1_SAMEA5616865_MAG_00000003.fa,B1
0.00834599,SHAO19-1_SAMEA5616866_MAG_00000008.fa,B1
0.00445566,SHAO19-1_SAMEA5616867_MAG_00000010.fa,A
0.0117112,SHAO19-1_SAMEA5616868_MAG_00000010.fa,A
0.0128243,SHAO19-1_SAMEA5616870_MAG_00000009.fa,A
0.00857671,SHAO19-1_SAMEA5616871_MAG_00000016.fa,B1
0.00357808,SHAO19-1_SAMEA5616872_MAG_00000001.fa,B1
0.00378594,SHAO19-1_SAMEA5616875_MAG_00000004.fa,B1
0.011984,SHAO19-1_SAMEA5616876_MAG_00000014.fa,A
0.00518381,SHAO19-1_SAMEA5616877_MAG_00000010.fa,A
0.0132087,SHAO19-1_SAMEA5616879_MAG_00000049.fa,B1
0.0100207,SHAO19-1_SAMEA5616880_MAG_00000037.fa,B1
0.00271444,SHAO19-1_SAMEA5616882_MAG_00000001.fa,B2-1
0.00495906,SHAO19-1_SAMEA5616883_MAG_00000018.fa,B2-1
0.0184965,SHAO19-1_SAMEA5616885_MAG_00000005.fa,F
0.00508714,SHAO19-1_SAMEA5616888_MAG_00000011.fa,D1
0.0112643,SHAO19-1_SAMEA5616889_MAG_00000005.fa,B2-1
0.0112643,SHAO19-1_SAMEA5616891_MAG_00000001.fa,B2-1
0.00861543,SHAO19-1_SAMEA5616892_MAG_00000002.fa,B2-2
0.00981378,SHAO19-1_SAMEA5616894_MAG_00000004.fa,B2-2
0.00567497,SHAO19-1_SAMEA5616897_MAG_00000009.fa,D1
0.0116661,SHAO19-1_SAMEA5616899_MAG_00000006.fa,A
0.0110882,SHAO19-1_SAMEA5616900_MAG_00000014.fa,A
0.0184965,SHAO19-1_SAMEA5616908_MAG_00000019.fa,A
0.00892796,SHAO19-1_SAMEA5616910_MAG_00000017.fa,A
0.0157245,SHAO19-1_SAMEA5616911_MAG_00000022.fa,D3
0.0127767,SHAO19-1_SAMEA5616916_MAG_00000029.fa,B2-2
0.00726808,SHAO19-1_SAMEA5616920_MAG_00000012.fa,B1
0.00865422,SHAO19-1_SAMEA5616922_MAG_00000006.fa,B2-2
0.00873204,SHAO19-1_SAMEA5616924_MAG_00000006.fa,B2-2
0.0152936,SHAO19-1_SAMEA5616931_MAG_00000004.fa,F
0.00785531,SHAO19-1_SAMEA5616932_MAG_00000014.fa,A
0.0154006,SHAO19-1_SAMEA5616934_MAG_00000024.fa,F
0.0103562,SHAO19-1_SAMEA5616938_MAG_00000012.fa,B2-1
0.00948708,SHAO19-1_SAMEA5616942_MAG_00000005.fa,B2-2
0.0120298,SHAO19-1_SAMEA5616946_MAG_00000028.fa,A
0.010314,SHAO19-1_SAMEA5616947_MAG_00000026.fa,A
0.0106116,SHAO19-1_SAMEA5616949_MAG_00000008.fa,B2-2
0.0102718,SHAO19-1_SAMEA5616950_MAG_00000010.fa,B2-2
0.00366686,SHAO19-1_SAMEA5616951_MAG_00000036.fa,D1
0.00928558,SHAO19-1_SAMEA5616955_MAG_00000004.fa,D1
0.0107405,SHAO19-1_SAMEA5616956_MAG_00000007.fa,B2-2
0.00712406,SHAO19-1_SAMEA5616959_MAG_00000001.fa,C
0.00842259,SHAO19-1_SAMEA5616963_MAG_00000017.fa,B1
0.00796745,SHAO19-1_SAMEA5616965_MAG_00000005.fa,D1
0.0123068,SHAO19-1_SAMEA5616966_MAG_00000012.fa,B2-1
0.0106974,SHAO19-1_SAMEA5616968_MAG_00000007.fa,B2-1
0.0123533,SHAO19-1_SAMEA5616970_MAG_00000004.fa,B2-2
0.00997914,SHAO19-1_SAMEA5616971_MAG_00000001.fa,B2-2
0.0113086,SHAO19-1_SAMEA5616972_MAG_00000019.fa,B2-2
0.0134525,SHAO19-1_SAMEA5616973_MAG_00000005.fa,B2-2
0.0133059,SHAO19-1_SAMEA5616976_MAG_00000011.fa,D1
0.00631659,SHAO19-1_SAMEA5616977_MAG_00000003.fa,B2-1
0.006248,SHAO19-1_SAMEA5616979_MAG_00000008.fa,B2-1
0.0130157,SHAO19-1_SAMEA5616982_MAG_00000001.fa,B2-2
0.0160531,SHAO19-1_SAMEA5616983_MAG_00000036.fa,F
0.00977265,SHAO19-1_SAMEA5616985_MAG_00000003.fa,D2
0.0081558,SHAO19-1_SAMEA5616986_MAG_00000006.fa,B1
0.00607761,SHAO19-1_SAMEA5616987_MAG_00000012.fa,A
0.0111761,SHAO19-1_SAMEA5616990_MAG_00000005.fa,A
0.015508,SHAO19-1_SAMEA5616993_MAG_00000009.fa,B2-2
0.0102298,SHAO19-1_SAMEA5616994_MAG_00000003.fa,B2-2
0.0100623,SHAO19-1_SAMEA5616997_MAG_00000003.fa,B2-2
0.0121217,SHAO19-1_SAMEA5616999_MAG_00000004.fa,A
0.0108269,SHAO19-1_SAMEA5617003_MAG_00000002.fa,B2-2
0.0107836,SHAO19-1_SAMEA5617004_MAG_00000011.fa,B2-2
0.0107836,SHAO19-1_SAMEA5617517_MAG_00000007.fa,B2-2
0.0106974,SHAO19-1_SAMEA5617518_MAG_00000009.fa,B2-2
0.0105261,SHAO19-1_SAMEA5617519_MAG_00000008.fa,B2-2
0.00420918,SHAO19-1_SAMEA5617522_MAG_00000004.fa,D1
0.0028554,SHAO19-1_SAMEA5617525_MAG_00000003.fa,B2-2
0.00277069,SHAO19-1_SAMEA5617526_MAG_00000003.fa,B2-2
0.00274254,SHAO19-1_SAMEA5617527_MAG_00000002.fa,B2-2
0.00928558,SHAO19-1_SAMEA5617533_MAG_00000024.fa,B2-2
0.00944662,SHAO19-1_SAMEA5617534_MAG_00000007.fa,B2-2
0.00541137,SHAO19-1_SAMEA5617536_MAG_00000006.fa,A
0.00981378,SHAO19-1_SAMEA5617539_MAG_00000004.fa,A
0.010441,SHAO19-1_SAMEA5617540_MAG_00000003.fa,A
0.0126819,SHAO19-1_SAMEA5617557_MAG_00000003.fa,A
0.0162749,SHAO19-1_SAMEA5617559_MAG_00000003.fa,A
0.0128243,SHAO19-1_SAMEA5617560_MAG_00000004.fa,A
0.0149759,SHAO19-1_SAMEA5617567_MAG_00000007.fa,D3
0.0134036,SHAO19-1_SAMEA5617571_MAG_00000010.fa,A
0.00842259,SHAO19-1_SAMEA5617589_MAG_00000004.fa,B2-2
0.0083078,SHAO19-1_SAMEA5617590_MAG_00000001.fa,B2-2
0.0127767,SHAO19-1_SAMEA5617592_MAG_00000017.fa,A
0.0151872,SHAO19-1_SAMEA5617593_MAG_00000011.fa,B2-2
0.0124467,SHAO19-1_SAMEA5617594_MAG_00000010.fa,B2-2
0.0120757,SHAO19-1_SAMEA5617595_MAG_00000018.fa,B2-2
0.0132573,SHAO19-1_SAMEA5617600_MAG_00000003.fa,A
0.00521614,SHAO19-1_SAMEA5617602_MAG_00000015.fa,A
0.0121679,SHAO19-1_SAMEA5617605_MAG_00000005.fa,A
0.00473708,SHAO19-1_SAMEA5617609_MAG_00000007.fa,A
0.00904645,SHAO19-1_SAMEA5617610_MAG_00000004.fa,B1
0.00932572,SHAO19-1_SAMEA5617611_MAG_00000004.fa,B1
0.0118017,SHAO19-1_SAMEA5617613_MAG_00000010.fa,B1
0.0120298,SHAO19-1_SAMEA5617614_MAG_00000005.fa,B1
0.0108269,SHAO19-1_SAMEA5617619_MAG_00000003.fa,B2-2
0.0105688,SHAO19-1_SAMEA5617620_MAG_00000009.fa,B2-2
0.0113086,SHAO19-1_SAMEA5617624_MAG_00000006.fa,B2-2
0.0111321,SHAO19-1_SAMEA5617625_MAG_00000006.fa,B2-2
0.0037263,SHAO19-1_SAMEA5617631_MAG_00000001.fa,B2-2
0.00467416,SHAO19-1_SAMEA5617636_MAG_00000001.fa,D2
0.00470559,SHAO19-1_SAMEA5617637_MAG_00000005.fa,D2
0.0118471,SHAO19-1_SAMEA5617640_MAG_00000002.fa,B2-2
0.00607761,SHAO19-1_SAMEA5617643_MAG_00000009.fa,A
0.0031121,SHAO19-1_SAMEA5617644_MAG_00000004.fa,B2-2
0.0031121,SHAO19-1_SAMEA5617645_MAG_00000007.fa,B2-2
0.00294054,SHAO19-1_SAMEA5617646_MAG_00000005.fa,B2-2
0.0110007,SHAO19-1_SAMEA5617647_MAG_00000005.fa,B2-2
0.0113974,SHAO19-1_SAMEA5617648_MAG_00000011.fa,B2-2
0.0110444,SHAO19-1_SAMEA5617649_MAG_00000003.fa,B2-2
0.0181313,SHAO19-1_SAMEA5617655_MAG_00000004.fa,D1
0.0142518,SHAO19-1_SAMEA5617656_MAG_00000003.fa,D1
0.0142009,SHAO19-1_SAMEA5617657_MAG_00000002.fa,D1
0.011984,SHAO19-1_SAMEA5617660_MAG_00000001.fa,B1
0.0125405,SHAO19-1_SAMEA5617664_MAG_00000012.fa,B2-2
0.0117112,SHAO19-1_SAMEA5617665_MAG_00000007.fa,B2-2
0.0130638,SHAO19-1_SAMEA5617666_MAG_00000006.fa,B2-2
0.00486359,SHAO19-1_SAMEA5617668_MAG_00000009.fa,B2-1
0.0133059,SHAO19-1_SAMEA5617670_MAG_00000001.fa,B2-2
0.0111321,SHAO19-1_SAMEA5617672_MAG_00000011.fa,B2-2
0.0107836,SHAO19-1_SAMEA5617673_MAG_00000002.fa,B2-2
0.0109136,SHAO19-1_SAMEA5617674_MAG_00000006.fa,B2-2
0.00993767,SHAO19-1_SAMEA5617678_MAG_00000032.fa,A
0.00904645,SHAO19-1_SAMEA5617681_MAG_00000001.fa,B1
0.0090861,SHAO19-1_SAMEA5617682_MAG_00000001.fa,B1
0.00936594,SHAO19-1_SAMEA5617683_MAG_00000005.fa,B1
0.00811798,SHAO19-1_SAMEA5617684_MAG_00000008.fa,B1
0.00819369,SHAO19-1_SAMEA5617685_MAG_00000003.fa,B1
0.00363721,SHAO19-1_SAMEA5617692_MAG_00000002.fa,C
0.00363721,SHAO19-1_SAMEA5617693_MAG_00000004.fa,C
0.00408721,SHAO19-1_SAMEA5617694_MAG_00000009.fa,C
0.0170111,SHAO19-1_SAMEA5617701_MAG_00000004.fa,B2-1
0.0105688,SHAO19-1_SAMEA5617702_MAG_00000006.fa,B2-1
0.0107405,SHAO19-1_SAMEA5617706_MAG_00000001.fa,B2-2
0.0103562,SHAO19-1_SAMEA5617709_MAG_00000011.fa,B2-1
0.00577481,SHAO19-1_SAMEA5617711_MAG_00000037.fa,A
0.0115313,SHAO19-1_SAMEA5617714_MAG_00000033.fa,B1
0.00635099,SHAO19-1_SAMEA5617724_MAG_00000016.fa,A
0.00940624,SHAO19-1_SAMEA5617725_MAG_00000019.fa,A
0.00600989,SHAO19-1_SAMEA5617726_MAG_00000007.fa,A
0.00486359,SHAO19-1_SAMEA5617727_MAG_00000001.fa,B2-1
0.0116661,SHAO19-1_SAMEA5617728_MAG_00000004.fa,B1
0.00900687,SHAO19-1_SAMEA5617730_MAG_00000011.fa,B1
0.0147145,SHAO19-1_SAMEA5617732_MAG_00000010.fa,F
0.0111761,SHAO19-1_SAMEA5617733_MAG_00000012.fa,A
0.00451781,SHAO19-1_SAMEA5617737_MAG_00000005.fa,B2-1
0.00405685,SHAO19-1_SAMEA5617738_MAG_00000001.fa,B2-1
0.00436283,SHAO19-1_SAMEA5617739_MAG_00000004.fa,B2-1
0.0172424,SHAO19-1_SAMEA5617746_MAG_00000015.fa,D3
0.00580821,SHAO19-1_SAMEA5617752_MAG_00000004.fa,B2-1
0.0103986,SHAO19-1_SAMEA5617753_MAG_00000002.fa,B2-1
0.00617965,SHAO19-1_SAMEA5617754_MAG_00000003.fa,B2-1
0.00550978,SHAO19-1_SAMEA5617755_MAG_00000008.fa,A
0.00531349,SHAO19-1_SAMEA5617756_MAG_00000008.fa,A
0.00518381,SHAO19-1_SAMEA5617757_MAG_00000001.fa,A
0.00641996,SHAO19-1_SAMEA5617758_MAG_00000008.fa,A
0.00560872,SHAO19-1_SAMEA5617760_MAG_00000006.fa,A
0.0055427,SHAO19-1_SAMEA5617761_MAG_00000004.fa,A
0.00748619,SHAO19-1_SAMEA5617764_MAG_00000002.fa,B2-1
0.00701675,SHAO19-1_SAMEA5617765_MAG_00000012.fa,B2-1
0.0142009,SHAO19-1_SAMEA5617766_MAG_00000024.fa,B1
0.0117112,SHAO19-1_SAMEA5617767_MAG_00000011.fa,B2-2
0.00229842,SHAO19-1_SAMEA5617768_MAG_00000010.fa,B2-2
0.0026025,SHAO19-1_SAMEA5617769_MAG_00000001.fa,B2-2
0.0129677,SHAO19-1_SAMEA5617771_MAG_00000009.fa,B2-2
0.0214305,SHAO19-1_SAMEA5617772_MAG_00000004.fa,B2-2
0.0130157,SHAO19-1_SAMEA5617773_MAG_00000001.fa,B2-2
0.0135508,SHAO19-1_SAMEA5617774_MAG_00000043.fa,B2-2
0.0219205,SHAO19-1_SAMEA5617776_MAG_00000001.fa,D1
0.0166117,SHAO19-1_SAMEA5617777_MAG_00000002.fa,D1
0.00666341,SHAO19-1_SAMEA5617778_MAG_00000030.fa,F
0.0148187,SHAO19-1_SAMEA5617784_MAG_00000004.fa,D3
0.0145076,SHAO19-1_SAMEA5617785_MAG_00000008.fa,D3
0.0145076,SHAO19-1_SAMEA5617786_MAG_00000015.fa,D3
0.0097316,SHAO19-1_SAMEA5617787_MAG_00000004.fa,B1
0.00268639,SHAO19-1_SAMEA5617788_MAG_00000002.fa,B2-2
0.00279888,SHAO19-1_SAMEA5617789_MAG_00000005.fa,B2-2
0.0250805,SHAO19-1_SAMEA5617790_MAG_00000003.fa,A
0.0132087,SHAO19-1_SAMEA5617791_MAG_00000001.fa,B2-2
0.00853806,SHAO19-1_SAMEA5617792_MAG_00000004.fa,B1
0.00439372,SHAO19-1_SAMEA5617796_MAG_00000029.fa,B2-1
0.0081558,SHAO19-1_SAMEA5617797_MAG_00000016.fa,C
0.00694555,SHAO19-1_SAMEA5617798_MAG_00000007.fa,B1
0.00305472,SHAO19-1_SAMEA5617799_MAG_00000012.fa,B1
0.0202137,SHAO19-1_SAMEA5617802_MAG_00000002.fa,A
0.00408721,SHAO19-1_SAMEA5617807_MAG_00000003.fa,B1
0.00405685,SHAO19-1_SAMEA5617808_MAG_00000003.fa,B1
0.00604372,SHAO19-1_SAMEA5617809_MAG_00000004.fa,B1
0.00544411,SHAO19-1_SAMEA5617810_MAG_00000012.fa,B2-1
0.0118471,SHAO19-1_SAMEA5617811_MAG_00000013.fa,B2-1
0.0118017,SHAO19-1_SAMEA5617813_MAG_00000001.fa,B2-1
0.0115313,SHAO19-1_SAMEA5617814_MAG_00000056.fa,B2-1
0.00417861,SHAO19-1_SAMEA5617816_MAG_00000009.fa,D1
0.00417861,SHAO19-1_SAMEA5617817_MAG_00000007.fa,D1
0.00414809,SHAO19-1_SAMEA5617818_MAG_00000003.fa,D1
0.00495906,SHAO19-1_SAMEA5617819_MAG_00000017.fa,D1
0.00240836,SHAO19-1_SAMEA5617820_MAG_00000007.fa,B2-1
0.0023533,SHAO19-1_SAMEA5617821_MAG_00000009.fa,B2-1
0.00240836,SHAO19-1_SAMEA5617822_MAG_00000001.fa,B2-1
0.00884936,SHAO19-1_SAMEA5617828_MAG_00000004.fa,B2-2
0.0100207,SHAO19-1_SAMEA5617829_MAG_00000017.fa,B2-2
0.00877107,SHAO19-1_SAMEA5617830_MAG_00000004.fa,B2-2
0.0125405,SHAO19-1_SAMEA5617831_MAG_00000004.fa,A
0.0130157,SHAO19-1_SAMEA5617833_MAG_00000006.fa,A
0.00763299,SHAO19-1_SAMEA5617836_MAG_00000022.fa,B1
0.0180108,SHAO19-1_SAMEA5617841_MAG_00000001.fa,D1
0.00384578,SHAO19-1_SAMEA5617848_MAG_00000023.fa,C_original
0.00439372,SHAO19-1_SAMEA5617849_MAG_00000028.fa,C_original
0.0124467,SHAO19-1_SAMEA5617855_MAG_00000001.fa,A
0.00442466,SHAO19-1_SAMEA5617856_MAG_00000012.fa,D1
0.0161637,SHAO19-1_SAMEA5617861_MAG_00000026.fa,F
0.00956826,SHAO19-1_SAMEA5617863_MAG_00000017.fa,B1
0.00547692,SHAO19-1_SAMEA5617864_MAG_00000010.fa,A
0.00505504,SHAO19-1_SAMEA5617865_MAG_00000006.fa,A
0.00550978,SHAO19-1_SAMEA5617866_MAG_00000007.fa,A
0.0187432,SHAO19-1_SAMEA5617867_MAG_00000006.fa,B2-2
0.0037263,SHAO19-1_SAMEA5617868_MAG_00000011.fa,D1
0.00480022,SHAO19-1_SAMEA5617877_MAG_00000018.fa,A
0.0228571,SHAO19-1_SAMEA5617878_MAG_00000010.fa,B1
0.00567497,SHAO19-1_SAMEA5617881_MAG_00000002.fa,D1
0.00940624,SHAO19-1_SAMEA5617884_MAG_00000008.fa,B2-2
0.014871,SHAO19-1_SAMEA5617891_MAG_00000008.fa,B2-2
0.0102718,SHAO19-1_SAMEA5617892_MAG_00000005.fa,B2-2
0.0103986,SHAO19-1_SAMEA5617894_MAG_00000002.fa,B2-2
0.0026025,SHAO19-1_SAMEA5617895_MAG_00000013.fa,B2-1
0.00698112,SHAO19-1_SAMEA5617896_MAG_00000002.fa,B2-1
0.00296902,SHAO19-1_SAMEA5617897_MAG_00000003.fa,B2-1
0.00544411,SHAO19-1_SAMEA5617899_MAG_00000001.fa,D1
0.0125875,SHAO19-1_SAMEA5617904_MAG_00000017.fa,B2-2
0.0108702,SHAO19-1_SAMEA5617905_MAG_00000002.fa,B2-1
0.0110444,SHAO19-1_SAMEA5617906_MAG_00000018.fa,B2-1
0.0154006,SHAO19-1_SAMEA5617907_MAG_00000005.fa,D3
0.0158335,SHAO19-1_SAMEA5617908_MAG_00000018.fa,D3
0.0105688,SHAO19-1_SAMEA5617910_MAG_00000004.fa,B2-2
0.0140492,SHAO19-1_SAMEA5617917_MAG_00000005.fa,B2-2
0.0145592,SHAO19-1_SAMEA5617922_MAG_00000033.fa,B2-2
0.00928558,SHAO19-1_SAMEA5617923_MAG_00000006.fa,B1
0.00928558,SHAO19-1_SAMEA5617924_MAG_00000003.fa,B1
0.00495906,SHAO19-1_SAMEA5617925_MAG_00000033.fa,A
0.00928558,SHAO19-1_SAMEA5617926_MAG_00000013.fa,B1
0.00360762,SHAO19-1_SAMEA5617931_MAG_00000002.fa,D1
0.0129198,SHAO19-1_SAMEA5617933_MAG_00000005.fa,B2-2
0.00846101,SHAO19-1_SAMEA5617935_MAG_00000021.fa,B1
0.0133547,SHAO19-1_SAMEA5617936_MAG_00000001.fa,B2-2
0.00617965,SHAO19-1_SAMEA5617940_MAG_00000008.fa,B2-1
0.00723198,SHAO19-1_SAMEA5617941_MAG_00000011.fa,B1
0.0158335,SHAO19-1_SAMEA5617942_MAG_00000004.fa,E2
0.00853806,SHAO19-1_SAMEA5617946_MAG_00000016.fa,B1
0.0011856,SHAO19-1_SAMEA5617952_MAG_00000008.fa,D2
0.0252411,SHAO19-1_SAMEA5617953_MAG_00000014.fa,A
0.00238081,SHAO19-1_SAMEA5617954_MAG_00000004.fa,B2-2
0.00896738,SHAO19-1_SAMEA5617955_MAG_00000024.fa,B1
0.0064892,SHAO19-1_SAMEA5617956_MAG_00000023.fa,A
0.00755945,SHAO19-1_SAMEA5617958_MAG_00000015.fa,A
0.00881017,SHAO19-1_SAMEA5617962_MAG_00000009.fa,B1
0.0026025,SHAO19-1_SAMEA5617963_MAG_00000027.fa,F
0.00873204,SHAO19-1_SAMEA5617964_MAG_00000004.fa,B1
0.016782,SHAO19-1_SAMEA5617965_MAG_00000012.fa,D3
0.00659353,SHAO19-1_SAMEA5617966_MAG_00000002.fa,A
0.00521614,SHAO19-1_SAMEA5617971_MAG_00000002.fa,A
0.0161637,SHAO19-1_SAMEA5617973_MAG_00000027.fa,F
0.0127767,SHAO19-1_SAMEA5617977_MAG_00000001.fa,A
0.0109136,SHAO19-1_SAMEA5617984_MAG_00000007.fa,B2-2
0.00940624,SHAO19-1_SAMEA5617989_MAG_00000005.fa,A
0.0139486,SHAO19-1_SAMEA5617991_MAG_00000017.fa,B2-2
0.0183132,SHAO19-1_SAMEA5617992_MAG_00000002.fa,D2
0.00694555,SHAO19-1_SAMEA5617993_MAG_00000022.fa,B2-1
0.0113974,SHAO19-1_SAMEA5617996_MAG_00000011.fa,A
0.0127293,SHAO19-1_SAMEA5617997_MAG_00000002.fa,B2-2
0.0143537,SHAO19-1_SAMEA5617999_MAG_00000008.fa,B2-2
0.00785531,SHAO19-1_SAMEA5618002_MAG_00000020.fa,B1
0.0132087,SHAO19-1_SAMEA5618005_MAG_00000014.fa,A
0.0167251,SHAO19-1_SAMEA5618007_MAG_00000002.fa,B2-2
0.0149759,SHAO19-1_SAMEA5618008_MAG_00000005.fa,D3
0.0155619,SHAO19-1_SAMEA5618010_MAG_00000001.fa,F
0.0179508,SHAO19-1_SAMEA5618012_MAG_00000038.fa,F
0.0115761,SHAO19-1_SAMEA5618021_MAG_00000013.fa,B2-1
0.0118017,SHAO19-1_SAMEA5618027_MAG_00000019.fa,B1
0.00683925,SHAO19-1_SAMEA5618029_MAG_00000011.fa,B1
0.0113974,SHAO19-1_SAMEA5618031_MAG_00000006.fa,F
0.0081558,SHAO19-1_SAMEA5618036_MAG_00000028.fa,B1
0.0103562,SHAO19-1_SAMEA5618038_MAG_00000010.fa,B2-2
0.0146108,SHAO19-1_SAMEA5618050_MAG_00000001.fa,F
0.0147665,SHAO19-1_SAMEA5618051_MAG_00000004.fa,F
0.0147145,SHAO19-1_SAMEA5618052_MAG_00000003.fa,F
0.0113974,SHAO19-1_SAMEA5618055_MAG_00000001.fa,B2-2
0.0109571,SHAO19-1_SAMEA5618056_MAG_00000010.fa,A
0.0108269,SHAO19-1_SAMEA5618064_MAG_00000001.fa,B2-2
0.0105261,SHAO19-1_SAMEA5618065_MAG_00000002.fa,B2-2
0.0103986,SHAO19-1_SAMEA5618066_MAG_00000017.fa,A
0.00405685,SHAO19-1_SAMEA5618069_MAG_00000007.fa,B2-2
0.0139988,SHAO19-1_SAMEA5618071_MAG_00000011.fa,B2-1
0.0106116,SHAO19-1_SAMEA5618075_MAG_00000011.fa,B2-2
0.0106545,SHAO19-1_SAMEA5618076_MAG_00000014.fa,B2-2
0.0110007,SHAO19-1_SAMEA5618077_MAG_00000005.fa,B2-2
0.00511931,SHAO19-1_SAMEA5618079_MAG_00000009.fa,D1
0.00467416,SHAO19-1_SAMEA5618080_MAG_00000003.fa,D1
0.00486359,SHAO19-1_SAMEA5618081_MAG_00000002.fa,D1
0.0114419,SHAO19-1_SAMEA5618082_MAG_00000009.fa,A
0.0115761,SHAO19-1_SAMEA5618084_MAG_00000002.fa,A
0.00881017,SHAO19-1_SAMEA5618085_MAG_00000019.fa,D1
0.0175939,SHAO19-1_SAMEA5618086_MAG_00000009.fa,D2
0.00470559,SHAO19-1_SAMEA5618089_MAG_00000004.fa,B2-2
0.00597612,SHAO19-1_SAMEA5618090_MAG_00000014.fa,B2-2
0.00524853,SHAO19-1_SAMEA5618094_MAG_00000004.fa,B2-1
0.0107405,SHAO19-1_SAMEA5618098_MAG_00000005.fa,A
0.00712406,SHAO19-1_SAMEA5618099_MAG_00000003.fa,C
0.0064892,SHAO19-1_SAMEA5618100_MAG_00000002.fa,C
0.00687462,SHAO19-1_SAMEA5618101_MAG_00000001.fa,C
0.0121217,SHAO19-1_SAMEA5618102_MAG_00000034.fa,A
0.0106974,SHAO19-1_SAMEA5618104_MAG_00000013.fa,B2-2
0.0149759,SHAO19-1_SAMEA5618108_MAG_00000010.fa,D2
0.006248,SHAO19-1_SAMEA5618109_MAG_00000002.fa,B2-1
0.0117564,SHAO19-1_SAMEA5618110_MAG_00000007.fa,B2-2
0.00635099,SHAO19-1_SAMEA5618111_MAG_00000003.fa,B2-1
0.0146626,SHAO19-1_SAMEA5618113_MAG_00000009.fa,D3
0.0144562,SHAO19-1_SAMEA5618114_MAG_00000004.fa,D3
0.00857671,SHAO19-1_SAMEA5618119_MAG_00000002.fa,B1
0.0109136,SHAO19-1_SAMEA5618121_MAG_00000014.fa,B2-1
0.00607761,SHAO19-1_SAMEA5618123_MAG_00000004.fa,B2-1
0.00673355,SHAO19-1_SAMEA5618124_MAG_00000003.fa,B2-1
0.00594242,SHAO19-1_SAMEA5618126_MAG_00000001.fa,B2-1
0.0122604,SHAO19-1_SAMEA5618127_MAG_00000015.fa,B2-2
